date,action,target_position,turnover,trade_cost,account_value
2021-04-17 00:37:26.281751+00:00,4,1.0,0.0,0.0,99822.1892732348
2021-04-17 00:37:27.281751+00:00,3,0.75,0.25,0.9982318751499406,99821.19104135966
2021-04-17 00:37:28.281751+00:00,3,0.75,2.4999999997352173e-06,9.98221892628548e-06,99842.5773351523
2021-04-17 00:37:29.281751+00:00,3,0.75,5.3550084362004965e-05,0.00021386527624311924,99842.57712128702
2021-04-17 00:37:30.281751+00:00,4,1.0,0.24999999946450446,0.998395817092387,99841.57872546992
2021-04-17 00:37:31.281751+00:00,4,1.0,0.0,0.0,99841.57872546992
2021-04-17 00:37:32.281751+00:00,4,1.0,0.0,0.0,99858.35205339064
2021-04-17 00:37:33.281751+00:00,4,1.0,0.0,0.0,99872.62749655469
2021-04-17 00:37:34.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:35.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:36.281751+00:00,4,1.0,0.0,0.0,99855.21221860746
2021-04-17 00:37:37.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:38.281751+00:00,4,1.0,0.0,0.0,99852.4918759208
2021-04-17 00:37:39.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:40.281751+00:00,4,1.0,0.0,0.0,99855.24399831174
2021-04-17 00:37:41.281751+00:00,4,1.0,0.0,0.0,99851.66560360944
2021-04-17 00:37:42.281751+00:00,4,1.0,0.0,0.0,99842.89440522726
2021-04-17 00:37:43.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:44.281751+00:00,4,1.0,0.0,0.0,99846.01517218786
2021-04-17 00:37:45.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:46.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:47.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:48.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:49.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:50.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:51.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:52.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:53.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:54.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:55.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:56.281751+00:00,4,1.0,0.0,0.0,99842.90711710896
2021-04-17 00:37:57.281751+00:00,4,1.0,0.0,0.0,99822.36471626024
2021-04-17 00:37:58.281751+00:00,4,1.0,0.0,0.0,99794.22696608784
2021-04-17 00:37:59.281751+00:00,4,1.0,0.0,0.0,99794.22696608784
2021-04-17 00:38:00.281751+00:00,4,1.0,0.0,0.0,99835.31176778526
2021-04-17 00:38:01.281751+00:00,4,1.0,0.0,0.0,99835.31176778526
2021-04-17 00:38:02.281751+00:00,4,1.0,0.9999800000000001,3.9942732915078523,99853.83659294888
